group_id,experiment_id,question_id,stage_2_i,s1_mean_value,consensus_value,raters_fermi_mean,raters_number_mean,features_fermi_whitelist,features_number_whitelist,features_ff_mean,features_ff_std,features_ff_min,features_ff_25%,features_ff_50%,features_ff_75%,features_ff_max,features_ff_percentile_90
105,1,1,2,39.5,40,0,8,0,0.35,0.087165083,0.07325103,-0.088621413,0.038585774,0.080455348,0.125124865,0.428319195,0.177141022
105,1,4,3,2200,5000,7.1,2.6,0.166666667,0.1,0.105294988,0.099501645,-0.131933794,0.036326989,0.091063919,0.163156038,0.999999993,
105,1,7,4,215,240,6.5,3.8,0.142857143,0.238095238,0.116053562,0.119724385,-0.179449731,0.038494403,0.093155284,0.166379816,0.655281855,0.281428141
106,1,8,1,33.5,45,0.8,9.4,0.041666667,0.083333333,0.083167018,0.109633437,-0.175920932,0.027163897,0.077849517,0.125762399,0.808645053,0.197732262
106,1,7,2,167.5,240,7.8,2.1,0.071428571,0.25,0.104078373,0.1189529,-0.078183427,0.031584189,0.077742302,0.146869535,0.81865854,0.279380823
106,1,2,3,215,200,9.3,0.8,0.322580645,0.193548387,0.159173583,0.154342895,-0.091358156,0.06451214,0.129182885,0.200710612,1.000000035,0.318422985
106,1,5,4,22,40,8.1,0.6,0.227272727,0.181818182,0.098030917,0.104082239,-0.179449731,0.039594018,0.094560034,0.149019453,0.99999997,0.208226299
107,1,2,1,187.5,200,2.5,8.5,0.2,0.4,0.15752377,0.142590577,-0.048379746,0.070290505,0.121050854,0.204207753,0.999999983,0.310252167
107,1,3,2,62500500,400,8.3,2,0.3,0.133333333,0.125323848,0.115257554,-0.079856833,0.044089304,0.103769595,0.178161522,0.546998243,0.249224347
107,1,5,3,21.25,30,6.7,3.2,0.043478261,0.391304348,0.122402544,0.119152735,-0.136166857,0.050682622,0.117600752,0.174507742,0.999999985,0.240534854
107,1,7,4,100.5,240,8.1,2.3,0.222222222,0.666666667,0.135343405,0.161868891,-0.179449731,0.038800916,0.106740472,0.159949291,0.81865854,0.345749474
114,1,2,1,364.75,160,8.4,1.3,0.217391304,0.130434783,0.143921401,0.128349792,-0.117590773,0.060334077,0.116233412,0.19503612,0.999999983,0.291159663
114,1,5,4,10.75,30,9.1,0.9,0.233333333,0.183333333,0.118540662,0.117520453,-0.179449731,0.046412,0.112583983,0.175146044,1.000000053,0.247223586
115,1,1,1,29.5,48,1.3,6.5,0.1,0.35,0.115348289,0.123737503,-0.062725716,0.051637223,0.100413783,0.146853157,1.000000031,0.217011403
115,1,7,2,227.5,202,9.4,0.8,0.235294118,0.176470588,0.143225327,0.162456943,-0.14489142,0.046377576,0.108357264,0.19152758,1.000000007,0.329571598
115,1,5,3,14.75,30,7.6,1.8,0.227272727,0.090909091,0.103142459,0.109486085,-0.185360937,0.032220538,0.10823221,0.160818815,0.753272066,0.218379339
115,1,4,4,8378.75,17000,4.1,7.6,0.296296296,0.185185185,0.107317243,0.112004991,-0.179449731,0.03532115,0.099574876,0.169892269,1.000000004,
119,1,1,1,50.75,80,0.2,9.4,0,0.35,0.096296038,0.087334709,-0.091786393,0.044066764,0.086121055,0.127271279,1.000000031,0.182204138
119,1,4,2,6002.5,12000,8.9,0.6,0.333333333,0.25,0.112476171,0.109470928,-0.179449731,0.041720613,0.10670619,0.181963421,1.000000004,
119,1,8,3,195053,85,3.7,7.4,0.115384615,0.192307692,0.112970642,0.137720401,-0.171167988,0.035645711,0.099982638,0.172077948,1.000000124,0.264988946
119,1,7,4,233.25,300,8.8,0.7,0.416666667,0.125,0.132845499,0.151983447,-0.192179265,0.047198671,0.101755124,0.170396253,1.000000007,0.328613345
120,1,8,1,19.5,35,5.4,4.3,0.136363636,0.068181818,0.124614113,0.145136798,-0.194561451,0.047701683,0.106835507,0.177668074,1.000000124,0.298896183
120,1,1,2,181.25,250,2.8,6.2,0.125,0.25,0.10640142,0.085107074,-0.060409641,0.048332881,0.087185686,0.144708642,0.540073316,0.213475798
120,1,6,3,7.5,6,7.8,2,0.2,0.142857143,0.147875055,0.1204635,-0.115834638,0.07395695,0.136952582,0.197413385,1.000000008,0.287642584
120,1,5,4,17.75,30,7.8,2,0.025641026,0.051282051,0.107410488,0.12294069,-0.188332986,0.034467321,0.100576206,0.160139912,0.999999985,0.230648253
125,1,4,1,34350.25,6000,8.7,0.7,0.405405405,0.081081081,0.121251368,0.124889545,-0.179449731,0.039665994,0.109079399,0.184791923,1.000000004,
125,1,1,2,90.25,128,8.2,0.8,0.285714286,0.142857143,0.111920131,0.108465073,-0.117767779,0.047804735,0.095005604,0.155013947,1.000000031,0.218545246
125,1,8,3,46.75,45,7.9,3.6,0.243902439,0.12195122,0.11853452,0.140333849,-0.204707093,0.034519786,0.102951803,0.176641027,1.000000124,0.274150199
125,1,5,4,20,30,8.8,1.2,0.166666667,0.116666667,0.118991767,0.13900899,-0.168980141,0.037249452,0.108444537,0.169523792,1.000000053,0.247199272
129,1,6,1,8.25,7,1.6,7.9,0.083333333,0.375,0.13716645,0.109557066,-0.179449731,0.076446575,0.129015046,0.196705339,0.767701083,0.269572679
129,1,4,2,10375,10000,7.2,1.8,0.206896552,0.172413793,0.113475349,0.126775302,-0.179449731,0.030940935,0.102020619,0.184093614,1.000000004,
129,1,7,3,292.5,250,8.9,1.9,0.19047619,0.238095238,0.119547522,0.127796777,-0.160733197,0.039691564,0.102127693,0.169389335,0.81865854,0.276958658
137,1,6,1,15,7,8.1,2.9,0.254545455,0.036363636,0.154752184,0.137333918,-0.179449731,0.076239055,0.138538748,0.19873683,1.000000038,0.294535522
137,1,5,2,22.25,35,7.8,3.2,0.038461538,0.365384615,0.108816882,0.106466616,-0.168833716,0.043062147,0.10670619,0.163978572,0.99999997,0.233037688
137,1,4,3,24333.33333,11000,8.636363636,2.090909091,0.25,0.071428571,0.110199211,0.107440889,-0.197080317,0.034710243,0.105273046,0.179519777,1.000000004,
137,1,2,4,136.75,205,9,2.9,0.152542373,0.06779661,0.14622917,0.130051188,-0.081198192,0.065608531,0.124387597,0.192241491,0.999999983,0.294387023
143,1,3,1,333333460,450,8.4,1.4,0.1,0.06,0.102281594,0.092732686,-0.141869349,0.039496719,0.091165433,0.146227845,0.546998243,0.203044583
143,1,8,3,35.5,70,7.3,1.2,0.125,0.09375,0.102829725,0.12571859,-0.170961098,0.033846206,0.092916621,0.155318438,0.999999996,0.25252558
144,1,8,1,23.75,25,7.3,2.6,0.25,0.166666667,0.125115481,0.14150304,-0.236893472,0.040289338,0.107256061,0.191833402,1.000000124,0.294473877
144,1,1,2,35.5,35,1,8.7,0.05,0.25,0.099918681,0.095035699,-0.079856833,0.043524197,0.086659045,0.138369549,1.000000031,0.193130245
144,1,4,3,3552,6000,7.2,2,0.322580645,0.225806452,0.105178837,0.119948043,-0.215073192,0.030693094,0.092618544,0.175234487,1.000000004,
144,1,7,4,307.75,200,7.7,1.9,0.166666667,0.208333333,0.139617607,0.158098301,-0.179449731,0.047241284,0.10394345,0.179914552,1.000000007,0.330707717
146,1,7,2,130,230,8.7,1.9,0.175,0.075,0.117244688,0.12405821,-0.137683939,0.038742337,0.088540133,0.169193316,0.81865854,0.283593292
146,1,4,3,21000,8000,8.8,0.8,0.351351351,0.027027027,0.121244321,0.121269871,-0.179449731,0.044299079,0.109079399,0.187010417,1.000000004,
146,1,1,4,89.5,125,6.6,3,0.071428571,0.071428571,0.107311531,0.106732996,-0.095429964,0.044798324,0.091635837,0.149473192,1.000000031,0.217833656
148,1,1,1,112,100,0.4,8.3,0,0.270833333,0.092207835,0.079167048,-0.092077097,0.040544676,0.083878355,0.131631728,0.454454279,0.188659794
148,1,4,2,6503.75,10000,7.3,3.1,0.357142857,0.214285714,0.110023169,0.114143361,-0.179449731,0.030784015,0.098082887,0.1794145,1.000000004,
148,1,8,4,50.25,80,8.2,2.1,0.142857143,0.081632653,0.120457332,0.141671842,-0.189690421,0.042591039,0.102574683,0.177852204,1.000000039,0.28677083
150,1,8,1,19.5,20,2.8,7.3,0.114285714,0.171428571,0.112996895,0.119786651,-0.200739787,0.051855524,0.111109516,0.182710547,0.576280483,0.256374507
150,1,6,2,32.5,8,4.2,6.5,0.138888889,0.194444444,0.148452771,0.130671469,-0.179449731,0.072751094,0.134013154,0.199679985,1.000000038,0.29650521
150,1,2,3,297.5,300,0.9,9,0.026315789,0.026315789,0.122033344,0.10170127,-0.086426419,0.057737911,0.103643386,0.164787423,0.999999983,0.243913177
150,1,5,4,12,20,2.8,7.4,0.069767442,0.162790698,0.117017781,0.11825462,-0.179449731,0.044617384,0.111905528,0.172104101,0.999999985,0.246731643
156,1,7,3,134.3333333,240,8.9,1.7,0.176470588,0.147058824,0.122772085,0.153040886,-0.179449731,0.033256459,0.100445084,0.163424761,1.000000007,0.285849739
156,1,3,4,370,350,0,8.4,0,0.363636364,0.09481723,0.071434217,-0.083898672,0.043416081,0.084962386,0.137123409,0.281966053,0.183568222
158,1,6,2,11.5,7,7.3,2.9,0.233333333,0.2,0.151340696,0.129139329,-0.179449731,0.077677777,0.134557346,0.200659617,1.000000038,0.280140857
165,1,7,1,195,215,7.8,4,0.136363636,0.227272727,0.104939377,0.11963502,-0.179449731,0.029798632,0.087070252,0.152443227,0.541827852,0.260225934
165,1,5,2,16,12,4.4,5.5,0.076923077,0.192307692,0.123161042,0.126860238,-0.162073676,0.056018479,0.116856704,0.175949817,1.000000053,0.257623396
165,1,6,3,9,6,7.1,4,0.210526316,0.421052632,0.157775394,0.129820456,-0.179449731,0.081563702,0.142655614,0.217654044,1.000000008,0.307514648
166,1,5,1,36.75,20,5.1,4.9,0.038461538,0.461538462,0.112567946,0.110043103,-0.179449731,0.047804258,0.10670619,0.159472439,1.000000053,0.229507764
166,1,7,2,191.5,236,1.6,4.1,0.153846154,0.384615385,0.106573184,0.097505451,-0.092419919,0.040805032,0.09230226,0.150551711,0.478697228,0.232772858
166,1,2,4,500,250,0.6,7.3,0,0.242424242,0.126831925,0.089335756,-0.106621336,0.067145081,0.112655754,0.177716189,0.580062843,0.24531084
167,1,3,1,355,450,7.909090909,2.363636364,0.162790698,0.11627907,0.107737581,0.098890483,-0.09384583,0.039484604,0.094944653,0.150896216,0.54273852,0.229406689
167,1,4,2,4381,10000,8.8,1.8,0.303571429,0.089285714,0.111428792,0.12541149,-0.179449731,0.02770684,0.097118612,0.179519777,1.000000004,
167,1,5,3,17.75,35,8.4,1.9,0.1,0.083333333,0.117240598,0.11553448,-0.179449731,0.04722025,0.109578288,0.166417434,1.000000053,0.249925683
167,1,6,4,14.75,15,8.2,1.5,0.183673469,0.081632653,0.149341806,0.13495682,-0.179449731,0.073319817,0.132319024,0.198498091,1.000000038,0.297063667
168,1,6,1,27.25,7,5.6,5.4,0.095238095,0.238095238,0.127560436,0.107107436,-0.151995618,0.067296713,0.121532477,0.177796459,0.767701083,0.232651058
168,1,3,2,110625078.8,400,1,7.4,0,0.0625,0.106279322,0.100077261,-0.06165241,0.038475697,0.084962386,0.163161388,0.811430943,0.209548005
168,1,1,4,102,171,0,2.3,0.041666667,0.25,0.090393734,0.105084187,-0.117767779,0.044600611,0.079123397,0.120909803,0.999999947,0.172110617
182,1,6,1,13.25,9,7.4,3.7,0.240740741,0.185185185,0.153419535,0.131915509,-0.255215866,0.079421777,0.134758928,0.197174658,1.000000006,0.290622968
182,1,8,2,62.75,50,5.1,4.5,0.214285714,0,0.106134407,0.127404404,-0.170961098,0.029711351,0.090096387,0.161951077,1.000000124,0.254963976
182,1,4,3,7875,10000,7.1,3.3,0.16,0.32,0.110215608,0.118041153,-0.179449731,0.033456212,0.098135959,0.180105541,1.000000004,
182,1,2,4,854.75,200,8.1,0.7,0.162162162,0,0.145185529,0.132000054,-0.10586985,0.061511745,0.112390091,0.195802865,0.999999983,0.287010923
183,1,5,1,13.25,26,4.6,6.9,0.078431373,0.098039216,0.100265186,0.096096456,-0.179449731,0.038696707,0.106234584,0.157011295,0.753272066,0.208371306
183,1,7,2,180,210,8.2,0.9,0.258064516,0.096774194,0.123073581,0.125253703,-0.179449731,0.040147195,0.103228618,0.166379816,0.81865854,0.284688108
183,1,6,4,25.75,12,5.9,3.4,0.162790698,0.093023256,0.149782533,0.129666731,-0.179449731,0.077795214,0.13160198,0.201137722,1.000000006,0.282338254
184,1,4,1,2950,8000,7.6,1.2,0.363636364,0.136363636,0.109224602,0.120746384,-0.128000881,0.03296951,0.091631672,0.173204121,1.000000004,
184,1,7,2,172.5,230,8.2,2.5,0.310344828,0.482758621,0.129750519,0.142402553,-0.148154845,0.038771627,0.10670619,0.183308272,0.81865854,0.328580155
184,1,5,4,13,15,5.7,2.8,0.025,0.125,0.122630479,0.125305876,-0.164110017,0.049651695,0.115851419,0.176117039,1.000000053,0.246595491
194,1,6,1,21.75,25,6.5,3.6,0.226666667,0.08,0.135992779,0.119077793,-0.179449731,0.063735415,0.122683635,0.190970901,1.000000038,0.254783318
194,1,4,2,5300,5600,6.9,2.8,0.037037037,0.061728395,0.100924443,0.100102599,-0.179449731,0.034367703,0.091513915,0.162413077,1.000000004,
194,1,2,3,150.25,65,6.8,3.6,0.096385542,0.108433735,0.127005515,0.116312336,-0.167242534,0.059008105,0.10686653,0.175534112,0.999999983,0.253766448
194,1,3,4,50000360,600,6.7,2.8,0.090909091,0.077922078,0.10258487,0.086640288,-0.166116157,0.045057504,0.090878314,0.154963852,0.54273852,0.208242319
197,1,7,1,201.5,230,8.1,2.7,0.025641026,0.128205128,0.100159505,0.112084838,-0.184553614,0.029949873,0.081780222,0.14086434,0.81865854,0.226027964
197,1,1,2,112.75,153,0.5,8.4,0.033333333,0.133333333,0.093679707,0.102858842,-0.143570337,0.04207002,0.075983859,0.128314376,0.999999932,0.194005544
197,1,2,3,199.5,210,2.4,7.3,0.052631579,0.157894737,0.13362037,0.106758232,-0.078183427,0.057449732,0.108859944,0.189461588,0.580062843,0.26827088
197,1,5,4,13,20,2.2,6.7,0.088235294,0.117647059,0.111432684,0.123995572,-0.162073676,0.033250013,0.107960026,0.165835265,0.999999985,0.233192957
198,1,1,3,85,110,0.2,9.4,0.12,0.2,0.109685077,0.122444451,-0.061400006,0.04419498,0.090377207,0.138066693,1.000000031,0.201407405
198,1,8,4,30.66666667,85,7.6,1.4,0.304347826,0.043478261,0.132992822,0.149920402,-0.184298284,0.042452869,0.120068669,0.20014765,1.000000124,0.316377079
200,1,5,1,25.75,40,3.4,5.6,0,0.210526316,0.118649197,0.121716048,-0.136166857,0.042317608,0.115115199,0.171082897,0.999999985,0.237723906
200,1,1,2,122.5,130,8.1,3.2,0.173076923,0.057692308,0.111666265,0.118149773,-0.099570456,0.041960417,0.093029817,0.152033738,1.000000031,0.228041102
200,1,6,3,22.25,3,7.8,1.5,0.292682927,0.170731707,0.158938222,0.151980029,-0.214151676,0.081777219,0.132524699,0.205082635,1.000000008,0.300052545
200,1,3,4,250000250,500,4.3,5.7,0.047619048,0.047619048,0.110693871,0.098309699,-0.079856833,0.037014756,0.089337568,0.166675293,0.546998243,0.236814719
206,1,8,1,34.66666667,45,5.6,3.5,0.064516129,0.064516129,0.090813806,0.120745898,-0.208835776,0.029433843,0.077370903,0.139206223,1.000000124,0.214840177
206,1,4,2,11666.66667,10000,6.5,3.3,0.205882353,0.088235294,0.108148398,0.13098655,-0.179449731,0.032740735,0.083157864,0.166585308,1.000000004,
206,1,5,3,22.66666667,15,6.1,4.1,0.064516129,0.064516129,0.112611641,0.113749023,-0.147812162,0.042164991,0.109443861,0.164358389,1.000000053,0.247111236
206,1,3,4,1.15125E+11,460,5.2,6.2,0.04,0.12,0.110642586,0.100505128,-0.079856833,0.039408375,0.08810641,0.171317723,0.546998243,0.209548005
207,1,8,1,80.5,90,6.7,2.9,0.05,0.1,0.107139362,0.128767612,-0.146621391,0.045971968,0.085811577,0.161959911,0.999999996,0.254342158
207,1,4,2,53450.5,12000,1.3,7.3,0.142857143,0.107142857,0.108066113,0.118390685,-0.179449731,0.034412772,0.084101226,0.177479008,1.000000004,
207,1,7,3,153,230,8.4,2,0.088235294,0.147058824,0.120401221,0.133589514,-0.150513298,0.038800916,0.092306101,0.165965069,1.000000007,0.294730876
207,1,6,4,19.5,12,7.6,2.4,0.282051282,0.128205128,0.162433704,0.14615967,-0.179449731,0.088000221,0.142849949,0.212903689,1.000000038,0.299454735
208,1,7,1,133.75,230,8.6,1.3,0.147058824,0.117647059,0.1191053,0.140962792,-0.107649973,0.040618464,0.089937761,0.151647037,1.000000007,0.278347777
208,1,2,2,809,1000,0.5,7.4,0.074074074,0.222222222,0.131358347,0.122867651,-0.073520025,0.064911594,0.101555777,0.179888372,0.999999983,0.264101459
208,1,4,3,5024.5,3500,7.1,1.6,0.083333333,0.083333333,0.116033236,0.119279926,-0.091069503,0.033196121,0.095940284,0.183936774,1.000000004,
208,1,5,4,9.25,13,4.3,4.8,0.064516129,0.129032258,0.110915951,0.118518042,-0.237963724,0.039691564,0.11087475,0.164358389,0.999999985,0.224080018
210,1,1,1,242.5,275,0,10,0.058823529,0.058823529,0.085805947,0.12167728,-0.170292026,0.038143114,0.073045781,0.116466346,1.000000079,0.167523436
210,1,6,2,25.25,25,0,9.5,0,0.333333333,0.136441723,0.102579692,-0.092419919,0.077831183,0.132743218,0.197174658,0.502985748,0.2566301
210,1,8,3,42.5,80,0,10,0,0.111111111,0.067609021,0.079562098,-0.068699417,0.017780405,0.056999336,0.096044566,0.239672458,0.179647712
210,1,7,4,213,250,0,10,0,0.368421053,0.073282892,0.07983863,-0.163581238,0.0296321,0.058050236,0.104613612,0.298855479,0.179808111
211,1,1,1,67,190,8.7,1,0.181818182,0.054545455,0.11022494,0.104709284,-0.091885233,0.047877528,0.09242706,0.155013947,1.000000031,0.223035066
211,1,7,2,480,250,7.8,2.7,0.066666667,0.066666667,0.108091541,0.127556692,-0.179449731,0.029796482,0.0848411,0.157812634,1.000000007,0.2606254
211,1,5,4,25,20,6.6,3.3,0,0.086206897,0.109358359,0.119869938,-0.175920918,0.040290572,0.106715266,0.158141632,1.000000053,0.23170192
221,1,3,1,200000305,500,7,3.1,0.1875,0.145833333,0.112346016,0.10168301,-0.155961925,0.039973,0.097226585,0.163397903,0.546998243,0.214445398
221,1,8,2,42.75,45,8.7,0.8,0.230769231,0.076923077,0.114926221,0.128923383,-0.19002087,0.039333954,0.102203022,0.17600549,0.570021849,0.274409145
221,1,1,3,97.25,126,7.6,2,0.189189189,0.081081081,0.114206468,0.122685227,-0.117767779,0.044933134,0.092293241,0.155013947,1.000000031,0.223004975
221,1,5,4,19.25,33,8.1,1.7,0.114285714,0.057142857,0.114643514,0.123481374,-0.178686027,0.043062147,0.110577973,0.175182886,0.999999985,0.248494994
222,1,7,2,175,230,7.9,3.3,0.148148148,0.12962963,0.10806169,0.123920062,-0.22021793,0.034700889,0.085432455,0.15612155,0.81865854,0.25703465
222,1,1,3,72.25,180,7.5,2.4,0.166666667,0.066666667,0.110636171,0.12391904,-0.241510272,0.04555147,0.09276057,0.156150357,1.000000031,0.216412553
222,1,6,4,8,7,7.8,3.2,0.166666667,0.277777778,0.150927472,0.136339041,-0.179449731,0.077605643,0.132524699,0.196112483,1.000000038,0.281508358
